APRCRank,APRCGrade,CODE,PI,EXEC,SCICAT,BANDS,time12m_aprc,time7m_aprc,timeTP_aprc,timeNonStd_aprc,Proposal title
953,U,2015.1.00050.S,da Cunha Elisabete,OTHER,1,9,1.7,0.0,0.0,1.7,Through the magnifying glass: a unique view of the low-metallicity ISM at high redshift
954,U,2015.1.01299.S,Brisbin Drew,CL,1,6,7.9,0.0,0.0,0.0,An order of magnitude deepest search for [CII] in a Lyman alpha emitter at z>6
955,C,2015.1.00908.S,Reipurth Bo,NA,3,3,4.9,9.8,19.6,0.0,Thackeray's Globules
956,U,2015.1.00314.S,Gandhi Poshak,EU,2,73,4.4,0.0,0.0,0.0,Are nuclear star-formation and supermassive black hole growth causally connected?
957,C,2015.1.01134.S,Fukui Yasuo,EA,3,76,1.7,3.4,6.8,0.0,The youngest massive cluster RCW38 formed via cloud-cloud collision: Revealing the core mass function in the region of O stars in the making
958,U,2015.1.01430.S,Kim Gwanjeong,EA,3,6,7.6,0.0,0.0,0.0,A search for an Accreting Disks in Very Low Luminosity Objects
959,U,2015.1.00325.S,Romero-Canizales Cristina,CL,2,87,2.9,0.0,0.0,2.4,A detailed view of the Bird's anatomy:  the vital organs seen through CO transitions
960,U,2015.1.00541.S,Lee Minju,EA,1,3,7.3,0.0,0.0,0.0,Revealing the densest and the faintest shares of BR1202-0725 at z = 4.7
961,U,2015.1.01166.S,van Dishoeck Ewine,EU,4,6,9.2,0.0,0.0,8.2,Origin of transitional disks with small dust cavities
962,U,2015.1.00517.S,Muto Takayuki,EA,4,7,4.9,0.0,0.0,0.0,Probing Gas and Dust Content and Spiral Structures in Evolved  Protoplanetary Disks
963,U,2015.1.00918.S,Weiner Benjamin,NA,2,7,3.3,3.4,0.0,0.0,Molecular gas excitation in disky U/LIRGs - analogs for high-z starforming galaxies
964,U,2015.1.00838.S,Jones Olivia,NA,5,97,3.6,0.0,0.0,3.2,The cold circumstellar envelopes of evolved stars in the Large Magellanic Cloud
965,C,2015.1.00253.S,Kato Yuta,EA,1,34,4.7,0.0,0.0,4.7,Search for the 12CO(4-3) and 12CO(3-2) lines of dusty star-forming galaxies at z=2.23 protocluster
966,U,2015.1.00444.S,Caputi Karina,EU,1,6,3.8,0.0,0.0,0.0,"A new route to unveil massive, dusty starbursts at z~4"
967,U,2015.1.01588.S,Lin Sheng-Jun,EA,3,7,4.2,0.0,0.0,4.2,Influences of Magnetic Fields on the Angular Momentum Evolution of Protostars
968,U,2015.1.00677.S,Pesce Dominic,NA,2,7,3.7,0.0,0.0,0.0,Submillimeter water megamasers in NGC 4258
969,U,2015.1.00970.S,Contreras Yanett,OTHER,3,3,3.6,7.2,14.3,0.0,Explaining the puzzling SiO emission toward G331.639+00.501: a high-mass starless cluster-forming clump
970,C,2015.1.01039.S,Avenhaus Henning,CL,4,46,2.0,0.0,0.0,1.0,The whole picture: Understanding scattered-light structures of protoplanetary disks with the help of ALMA
971,U,2015.1.00929.S,Kawamura Akiko,EA,3,6,4.3,8.7,13.2,0.0,Sub-parsec scale structure of quiescent molecular clouds possibly pre-forming clusters
972,U,2015.1.00814.S,Mann Rita,NA,4,7,5.2,0.0,0.0,0.0,The Initial Conditions of Planet Formation
973,C,2015.1.00324.S,Impellizzeri Violette,NA,2,367,3.1,0.0,0.0,0.0,A gigamaser at z=0.66
974,U,2015.1.00105.S,Ferkinhoff Carl,EU,1,89,3.9,0.0,0.0,3.9,"Mapping the [CII], [NII] and [OIII] lines in SMMJ02399-0136"
975,C,2015.1.00389.S,Chung Aeree,EA,2,3,6.6,0.0,0.0,0.0,Molecular Gas Properties of HI Monsters
976,U,2015.1.00092.S,Taniguchi Yoshiaki,EA,1,8,1.6,3.2,6.4,1.6,ALMA detection of  a superwind-driven shocked shell associated with the proximate DLA of SDSS J124020.91+145535.6 at z = 3.1
977,U,2015.1.00366.S,Vulcani Benedetta,EA,1,7,9.7,0.0,0.0,0.0,Constraining the evolution of the ISM at 1<z<3 in the progenitors of local ultra-massive galaxies
978,U,2015.1.00605.S,Garay Guido,CL,3,3,3.7,7.4,0.0,0.0,The mas distribution and dynamics of massive and dense clumps in early stages of evolution
979,U,2015.1.00953.S,Sengupta Chandreyee,EA,2,3,2.4,0.0,0.0,0.0,CO in Tidal Dwarf Galaxies -- probing dark matter content of TDGs
980,U,2015.1.00083.S,Kama Mihkel,EU,4,8,13.1,0.0,0.0,13.1,The processing of carbon in planet-forming disks
981,U,2015.1.01499.S,Facchini Stefano,EU,4,3,3.4,0.0,0.0,0.0,Testing an external photoevaporation scenario for gas dispersal in IM Lup
982,U,2015.1.01387.S,Nakamura Fumitaka,EA,3,6,4.8,9.7,19.4,0.0,High Mass Star Formation in Flying Dragon
983,C,2015.1.00503.S,Bronfman Leonardo,CL,3,367,7.0,0.0,0.0,0.0,Physical properties of CO dark molecular gas from multi-band absorption observations
984,C,2015.1.00989.S,Hodges-Kluck Edmund,NA,2,3,7.7,0.0,0.0,0.0,Does Cold Gas Fuel Almost All AGNs?
985,U,2015.1.01327.S,Barrientos Felipe,CL,1,3,6.5,0.0,0.0,0.0,Lensed galaxies extend CO studies to lower stellar masses and higher redshift
986,U,2015.1.01233.S,Rea Nanda,EU,5,7,8.2,0.0,0.0,0.0,Disentangling the nature of the ring-like structure around the magnetar SGR 1900+14
987,C,2015.1.00684.S,Faramaz Virginie,CL,4,6,9.8,0.0,0.0,0.0,Signature of a Planet in the Gyr-old Eccentric Debris Ring of HD 202628
988,C,2015.1.01083.S,Morino Jun-Ichi,EA,4,736,1.4,0.0,0.0,0.0,Planetary Formation in the late-phase of classical T Tauri stars located at CrA west
989,U,2015.1.00571.S,Yuma Suraphong,EA,2,43,3.3,0.0,0.0,1.2,Tracing Molecular Gas Outflow of High-z Galaxies with Oxygen Blobs at z~1
990,U,2015.1.01255.S,Ching Tao-Chung,EA,3,3,1.9,1.7,0.0,0.0,Testing Ambipolar Diffusion Down to 100 AU scale
991,C,2015.1.00152.S,Lee Minju,EA,1,4,9.7,0.0,0.0,0.0,Tracing the massive galaxy evolution in z = 2.5 protocluster with dense molecular tracer and atomic line
992,U,2015.1.00718.S,Demarco Ricardo,CL,1,7364,3.3,0.0,0.0,0.0,Mass growth at high-z: molecular gas and dust in the core of a galaxy cluster at z=1.63
993,U,2015.1.01565.S,Burkutean Sandra,EU,2,3,3.1,0.0,0.0,0.0,The interplay between AGN heating and ICM cooling mechanisms: where does the cool gas go ?
994,U,2015.1.00747.S,Chavarria Luis,CL,3,6,1.0,2.1,4.2,0.0,Tracing the clump-to-core scale gravitational collapse in high-mass star formation
995,C,2015.1.00369.S,Rosero Viviana,NA,3,3,5.2,0.0,0.0,0.0,The evolution of outflows from high-mass stars
996,C,2015.1.00190.S,Rawlings Mark,NA,5,73,2.3,4.7,9.4,0.0,Getting to the bottom of the Toby Jug - Mapping the bipolar reflection nebula IC2220
997,U,2015.1.00983.S,Bower Geoffrey,EA,2,6,3.0,0.0,0.0,3.0,Do the Accretion Environments of Low Luminosity AGN Resemble that of Sgr A*?
998,U,2015.1.00276.S,casassus simon,CL,4,7,20.0,0.0,0.0,0.0,Locating the gas and dust in transition disks: the keys for planet formation
999,U,2015.1.00535.S,Tazzari Marco,EU,4,3,3.6,0.0,0.0,0.0,Establishing the level of grain growth in the Lupus disks
1000,U,2015.1.01496.S,Steinhardt Charles,NA,1,7,4.5,0.0,0.0,0.0,Massive Galaxies at z = 6: Is Hierarchical Merging Broken?
1001,U,2015.1.00784.S,Forbrich Jan,EU,2,3,6.4,0.0,0.0,0.0,Testing the dense gas scaling relation of star formation in resolved molecular clouds in NGC 300
1002,U,2015.1.00969.S,LÃ³pez-Sepulcre Ana,EA,3,3,5.9,0.0,0.0,0.0,SiO in the high-mass protocluster NGC2264-C: A tracer of protostellar shock history?
1003,U,2015.1.01467.S,Smith Matthew,EU,1,3,10.1,0.0,0.0,0.0,An Efficient ALMA Redshift Survey
1004,U,2015.1.00004.S,van Kampen Eelco,EU,1,47,4.5,0.0,0.0,0.0,First insights into the importance of galaxy merging during the epoch of cluster formation
1005,C,2015.1.01469.S,Wu Jianfeng,NA,2,7,16.2,0.0,0.0,0.0,Final Piece of the Puzzle: What Drives the Enhanced X-ray Emission from the Most Powerful Jets in the Early Universe
1006,U,2015.1.01492.S,Cho Se-Hyung,EA,3,6,1.6,0.0,0.0,1.6,High angular resolution observations of accretion disk and outflow system in G19.61-0.24A
1007,U,2015.1.00438.S,Nguyen Luong Quang,EA,3,,2.6,0.0,0.0,2.6,Mass accretion and energy dissipation in massive star formation
1008,U,2015.1.01318.S,Clarke Cathie,EU,4,6,2.6,0.0,0.0,2.6,The new eccentric radial velocity planet in the disc bearing pre-main sequence star CI Tau: an ALMA search for further planets at > 4 A.U
1009,U,2015.1.00447.S,Lestrade Jean-Francois,EU,4,7,9.3,0.0,0.0,0.0,A late-forming icy proto-planet in the debris disk around the old M-star GJ581 ?
1010,U,2015.1.01553.S,Gallo Elena,NA,5,3,10.4,0.0,0.0,0.0,THE MM SPECTRUM OF QUIESCENT BLACK HOLE X-RAY BINARIES
1011,C,2015.1.01135.S,Egusa Fumi,EA,2,3,6.2,0.0,0.0,0.0,Pilot CO survey of nearby spiral galaxies with ALMA
1012,C,2015.1.01452.S,Koptelova Ekaterina,EA,1,3,8.8,0.0,0.0,0.0,CO spectral scanning of z>6.5 QSO candidates selected from PanSTARRS
1013,U,2015.1.01356.S,Diaz-Santos Tanio,CL,2,7,5.1,0.0,0.0,0.0,Small Beams on Big Deficits: Probing the Molecular ISM in the Most Compact Starbursts
1014,C,2015.1.01130.S,Fujii Kosuke,EA,3,3,1.2,2.3,0.0,0.0,Molecular gas associated with the LMC Supernova remnants
1015,U,2015.1.01369.S,Bourne Nathan,EU,1,6,3.6,0.0,0.0,0.0,The Identity Crisis of Herschel Sub-mm Galaxies
1016,U,2015.1.00052.S,Liu Tie,EA,4,74,6.9,0.0,0.0,0.0,Search for rotationally supported disks surrounding two low luminosity objects in a bright-rimmed cloud G192.32-11.87
1017,C,2015.1.01571.S,Kim Mikyoung,EA,3,6,8.7,0.0,0.0,0.0,Statistical nature of the class I CH3OH maser clumps in high mass star-formation
1018,U,2015.1.00358.S,Momose Munetake,EA,4,47,12.3,0.0,0.0,12.3,Dust disk around HD 142527 at highest angular resolution
1019,C,2015.1.01296.S,Muller Erik,EA,3,36,2.9,5.8,3.9,0.0,Collisional star-formation in the SMC: NGC346
1020,C,2015.1.00398.S,Bally John,NA,5,7,7.2,0.0,0.0,0.0,What are the Luminous Infrared-Only Transients Found by Spitzer?
1021,U,2015.1.00506.S,Kruijssen Diederik,EU,2,3,10.0,19.9,39.9,0.0,Does the molecular cloud lifecycle depend on the galactic environment?
1022,C,2015.1.01254.S,Urata Yuji,EA,2,36,2.7,0.0,0.0,0.0,Unification of Gamma-Ray Burst:  Host Galaxy of the First Off-Axis X-ray Flash 020903
1023,U,2015.1.00033.S,Nagar Neil,CL,1,376,5.3,0.0,0.0,4.4,HATLAS-J142935.3-002836: dust and gas properties in a lensed sub-mm galaxy at z=1.027
1024,U,2015.1.01252.S,Nguyen Luong Quang,EA,3,3,3.9,7.8,15.6,0.0,Large-scale triggering star formation in the most active massive star forming complex RCW106
1025,U,2015.1.01230.S,Espaillat Catherine,NA,4,6,2.7,0.0,0.0,2.7,Signs of aging in gapped disks
1026,U,2015.1.01457.S,Booth Mark,CL,4,6,6.7,0.0,0.0,0.0,Resolving the Central 30 AU of the Closest Known Extrasolar Debris Disc
1027,U,2015.1.00473.S,Wu Yu-Ting,EA,2,6,4.8,1.7,0.0,0.0,Pattern Speeds in the Double-Barred Galaxies: NGC 3504 and NGC 4303
1028,U,2015.1.00936.S,Finkelstein Steven,NA,1,37,6.6,0.0,0.0,0.0,Going to the Dark Side: Probing Gas in Normal High-Redshift Galaxies
1029,C,2015.1.00862.S,Ibar Edo,CL,1,3,15.8,0.0,0.0,0.0,Molecular gas and star formation in normal galaxies at z=1.47-2.23
1030,U,2015.1.00063.S,Liu Tie,EA,3,7,1.4,2.8,0.0,0.0,A mini-survey of extremely wide-angle bipolar outfows in high-mass star forming regions
1031,U,2015.1.00215.S,Mottram Joseph,EU,3,67,7.1,9.4,9.4,0.0,From envelope to disk: the path and rate of infall in low-mass young stellar objects
1032,U,2015.1.00885.S,Kim Hyosun,EA,5,7,4.4,0.0,0.0,4.4,The Emerging Companion of the Nearest Carbon Star IRC+10216
1033,U,2015.1.00375.S,Rubio Monica,CL,2,6,12.1,0.0,0.0,0.0,Mapping low-metallicity CO clouds in the dwarf galaxy WLM
1034,U,2015.1.01062.S,Sakai Takeshi,EA,3,67,5.9,0.0,0.0,0.0,DNC/HNC Ratio in Cluster-Forming Clumps
1035,C,2015.1.00939.S,Hatsukade Bunyo,EA,1,647,10.2,0.0,0.0,0.0,CO Survey toward the Host Galaxies of Gamma-ray Bursts
1036,U,2015.1.01372.S,Onodera Sachiko,EA,2,6,4.9,0.0,0.0,0.0,Bulge to Black-Hole Dynamical Link via Molecular Nuclei in the Virgo Spirals
1037,U,2015.1.01464.S,Arai Hitoshi,EA,3,3,1.4,1.8,3.6,0.0,Investigation of high mass star forming site and the surrounding hot gas in the Sgr D complex
1038,U,2015.1.00771.S,Gallerani Simona,EU,1,6,8.0,0.0,0.0,0.0,Constraining the excitation conditions of molecular gas in z~6 quasars 
1039,U,2015.1.00309.S,Assef Roberto,CL,1,7,2.7,0.0,0.0,0.0,High-Resolution [Cii] Imaging of the Most Luminous Galaxy
1040,U,2015.1.01303.S,Torstensson Karl,EU,3,7,1.4,0.0,0.0,0.0,The accretion shock in early high-mass star formation traced by excited methanol
1041,U,2015.1.00485.S,Rengaswamy Sridharan,OTHER,5,7,2.1,0.0,0.0,0.0,Li-Puzzle
1042,C,2015.1.01058.S,Liu Hauyu Baobab,EA,4,6,3.8,0.0,0.0,0.0,Corona Australis Disk Zoo
1043,C,2015.1.00962.S,Stierwalt Sabrina,NA,2,76,4.7,4.8,0.0,0.0,Can a Rogue Molecular Cloud Survive in Intergalactic Space?
1044,U,2015.1.00611.S,Rao Ramprasad,EA,4,76,8.9,0.0,0.0,8.9,Mapping the Magnetic Field in the Circumstellar Disk in IRAS 16293-2422 B 
1045,U,2015.1.01184.S,Klagyivik Peter,EU,3,6,11.2,0.0,0.0,11.2,Orbital spin alignment of protoplanetary disks in NGC 2264: implications for cluster formation
1046,U,2015.1.01594.S,Kohno Kotaro,EA,1,6,3.9,0.0,0.0,0.0,Confirmation of serendipitously uncovered millimeter line emitters in two deep surveys in SXDF and SSA22: are they [CII] line emitting galaxies at z~6?
1047,U,2015.1.01445.S,Yamashita Takuji,EA,2,73,7.0,0.0,0.0,0.0,Off-nuclear Starbursts: the First Case Study of an Interacting Pair Arp 240
1048,C,2015.1.01142.S,Suzuki Taiki,EA,3,6,5.2,0.0,0.0,0.0,Evolutionary Phase of A Glycine Precursor Candidate:CH2NH Sources
1049,U,2015.1.00743.S,Drozdovskaya Maria,EU,3,6,6.7,0.0,0.0,0.0,Hierarchical chemistry from hot cores to comets
1050,U,2015.1.00961.S,Lee Chang Won,EA,4,6,6.6,0.0,0.0,6.6,"Kinematics of an Accretion Disk in a Proto-Brown Dwarf Candidate, L328-IRS, and Its Implication"
1051,U,2015.1.00318.S,Kama Mihkel,EU,4,7,8.8,0.0,0.0,0.0,Can planetesimals form around neutron stars?
1052,U,2015.1.00252.T,Urata Yuji,EA,5,3,3.0,0.0,0.0,3.0,Estimating the Total Energy of Long Gamma-Ray Bursts by Seeking Cool Electrons
1053,C,2015.1.00086.S,Nagar Neil,CL,2,6,5.7,0.0,0.0,0.0,"Understanding Nuclear Streaming: stellar, atomic, and molecular gas kinematics in the inner 100pc: Continuation"
1054,U,2015.1.00402.S,Onishi Toshikazu,EA,3,36,5.6,0.0,0.0,0.0,Investigating the formation of high-mass stars in giant molecular clouds in the LMC
1055,C,2015.1.01147.S,Kohno Kotaro,EA,2,3,5.2,0.0,0.0,0.0,CO Imaging of Ultraluminous Infrared QSO Hosts
1056,U,2015.1.01288.S,Bauer Franz,CL,1,947,7.9,0.0,0.0,3.4,Turning on the Lights: Constraints on ALMA-detected "Dark" Objects
1057,U,2015.1.00739.S,Carpenter John,NA,4,6,23.9,0.0,0.0,21.2,A High Resolution Survey of Substructure in Protoplanetary Disks
1058,U,2015.1.00634.S,Ertel Steve,EU,4,6,8.6,0.0,0.0,0.0,Clarifying the nature of the Herschel-discovered cold debris disks
1059,U,2015.1.00635.S,Stephens Ian,NA,3,6,2.3,0.0,0.0,0.0,Two nearby high-mass cores in the same clump at different evolutionary stages
1060,C,2015.1.00582.S,Wiklind Tommy,NA,1,43,5.9,0.0,0.0,5.9,Redshifted Molecular absorption from the z=0.765 spiral lens towards PMN0134-0931
1061,U,2015.1.01011.T,Maeda Keiichi,EA,5,763,7.5,0.0,0.0,0.0,Probing Electron Injection and Acceleration at a Strong Shock Wave Driven by a Supernova
1062,U,2015.1.00120.S,Huang Shan,EA,2,3,11.1,0.0,0.0,0.0,CO and Star Formation in HIghMass Galaxies
1063,U,2015.1.00015.S,Belloche Arnaud,EU,3,3,26.1,0.0,0.0,0.0,Do branched molecules dominate in the ISM?
1064,U,2015.1.00900.S,Muzic Koraljka,CL,4,7,1.4,0.0,0.0,0.0,Probing disk truncation in the  HD~104237 multiple system
1065,C,2015.1.00326.S,Romero-Canizales Cristina,CL,2,3,3.2,0.0,0.0,0.0,A detailed view of the Bird's anatomy: SF/AGN feedback
1066,C,2015.1.00716.S,Olofsson Johan,CL,4,6,4.1,0.0,0.0,0.0,High angular resolution search for signs of planets in a dynamically active debris disk with ALMA
1067,U,2015.1.01604.S,Kim Sam,CL,1,7,2.7,0.0,0.0,0.0,Revealing sub-mm proto-cluster galaxies anchored at z~4.444
1068,U,2015.1.00448.S,Wang Jia-Wei,EA,3,6,3.6,0.0,0.0,3.6,Probing the magnetic field in hub-filament system G33.92+0.11
1069,U,2015.1.00572.S,Srinivasan Sundar,EA,5,7,2.4,0.0,0.0,0.0,The nature of the elusive mid-infrared excess sources in the Large Magellanic Cloud
1070,U,2015.1.00495.S,Makiya Ryu,EA,1,9,2.8,0.0,0.0,2.8,Unveiling the true nature of submm galaxies: high frequency follow-up of the dust-obscured galaxies in the peak era of cosmic star formation
1071,U,2015.1.01336.S,Donovan Meyer Jennifer,NA,2,3,5.1,0.0,0.0,0.0,Direct Observations of Cold Gas Tracing the Cosmic Web
1072,U,2015.1.01263.S,Lee Chang Won,EA,4,6,4.8,0.0,0.0,4.8,First polarisation observations of disk of a proto brown dwarf candidate L328-IRS
1073,U,2015.1.00319.S,Kim Kyoung Hee,EA,4,6,9.5,0.0,0.0,0.0,ALMA Orion A Protoplanetary Disks Survey 
1074,U,2015.1.00209.S,Hirota Tomoya,EA,3,9,1.0,0.0,0.0,1.0,Resolving the circumstellar disk emission of Orion Source I
1075,U,2015.1.00134.S,Nagar Neil,CL,2,7,8.4,0.0,0.0,0.0,"Black Hole Masses, central parsec gas dynamics, and Event Horizon Detectability in a sample of nearby galaxies"
1076,C,2015.1.00796.S,Villanueva Vicente,CL,1,4,5.5,0.0,0.0,0.0,An ALMA CO(2-1) survey of galaxies at 0.43 < z < 0.7
1077,C,2015.1.01584.S,Ishii Shun,EA,3,3,6.4,0.0,0.0,0.0,A statistical study of molecular clumps in the triggered star-forming region M17SW
1078,U,2015.1.01284.S,Milam Stefanie,NA,5,,0.8,1.6,0.0,0.8,Determining the Atomic Carbon Isotope Ratio and Distribution in V Cyg
1079,U,2015.1.01076.S,Matthews Brenda,NA,4,6,6.9,0.0,0.0,0.0,Locked in: the D/H ratio in the debris disk HD 21997
1080,U,2015.1.00060.S,Smail Ian,EU,1,6,12.3,0.0,0.0,0.0,Mind the Gap! An unbiased survey for high-redshift LIRGs in GOODS-S
1081,U,2015.1.00108.S,Hovatta Talvikki,EU,2,6,3.0,0.0,0.0,3.0,Probing the magnetic fields at the base of relativistic jets through Faraday rotation observations
1082,U,2015.1.01351.S,Rosotti Giovanni,EU,4,6,1.1,0.0,0.0,0.0,Non accreting proto-planetary discs: a new evolutionary class?
1083,U,2015.1.01304.S,Mardones Diego,CL,3,6,4.4,8.9,17.7,0.0,Following the flow of gas from molecular cloud to protostellar envelope scales
1084,U,2015.1.00713.S,Hull Charles,NA,4,7,3.0,0.0,0.0,3.0,Probing magnetic field morphology at high resolution in a Class II protoplanetary disk
1085,U,2015.1.01515.S,Murphy David,CL,1,7,2.1,0.0,0.0,0.0,SMG dust heating - star-formation versus AGN via an ALMA high resolution survey
1086,U,2015.1.00321.S,Sawada Tsuyoshi,EA,3,3,1.3,2.6,5.1,0.0,Structural Evolution of Molecular Clouds in the LMC: Spontaneous vs. Triggered
1087,U,2015.1.00613.S,van der Marel Nienke,EU,4,6,4.2,0.0,0.0,0.0,The (w)hole survey: a large imaging survey of potential giant planet host disks
1088,U,2015.1.01251.S,Boquien MÃ©dÃ©ric,CL,1,8,5.6,0.0,0.0,5.6,"Black hole and galaxy co-evolution in an z~3.86 LBG-selected, Herschel-detected source"
1089,U,2015.1.01491.S,Sliwa Kazimierz,NA,2,376,6.1,0.0,0.0,0.0,Dense Molecular Gas in a Luminous Minor Merger
1090,U,2015.1.01181.S,Watanabe Yoshimasa,EA,3,7,4.2,0.0,0.0,4.2,Spectral Line Survey toward Young High-Mass Protostar Candidate NGC 2264 CMM3
1091,C,2015.1.01341.S,Lee Bumhyun,EA,2,63,17.2,0.0,0.0,0.0,The physical properties of extraplanar molecular gas in a galaxy under strong ram pressure
1092,U,2015.1.00529.S,Kim Kyoung Hee,EA,4,376,2.1,0.0,0.0,0.0,ALMA investigation of AA Ori : A Transitional Disk in Orion A
1093,C,2015.1.01086.S,Kim Hyun-Jeong,EA,3,7,0.7,0.0,0.0,0.0,Probing Disks around Massive Young Stellar Objects in Infrared Dark Cloud G53.2
1094,U,2015.1.00227.S,Ohta Kouji,EA,2,3,7.9,0.0,0.0,0.0,Molecular cloud and star formation in bar of NGC 1300
1095,U,2015.1.00816.S,Lilly Simon,EU,1,7,13.3,0.0,0.0,0.0,A systematic study of gas and dust in z > 2 Main Sequence galaxies
1096,U,2015.1.01453.S,Kawamuro Taiki,EA,2,7,5.2,0.0,0.0,5.2,Revealing Connection between Accretion and Dust Obscuration in Low-luminosity Active Galactic Nuclei
1097,C,2015.1.01188.S,Yen Hsi-Wei,EA,3,6,4.6,0.0,0.0,0.0,Signpost of Effective Magnetic Field: Probing Drift Velocity
1098,C,2015.1.00676.S,Rieke George,NA,4,6,8.5,0.0,0.0,0.0,Contrasting Exoplanetary Systems by Resolving the Debris Disk around Denebola
1099,U,2015.1.01180.S,Li I-Hsiu,EA,3,46,2.2,2.9,0.0,0.0,Grain Growth in Substellar-Mass Condensations in Prestellar Cores
1100,U,2015.1.00874.S,Kim Dong-Chan,NA,2,6,2.9,0.0,0.0,2.9,Search for recoiling SMBHs
1101,U,2015.1.01044.S,Suzuki Tomoko,EA,1,7,9.0,0.0,0.0,0.0,The site and compactness of dusty star-forming region within the [OIII] emitters at z>3
1102,U,2015.1.01386.S,Topal Selcuk,EU,2,6,3.3,0.0,0.0,0.0,Spatially- and kinematically-resolved star-forming dense gas in a 'red and dead' early-type galaxy: NGC4710
1103,U,2015.1.00917.S,Kamegai Kazuhisa,EA,3,3,4.5,0.0,0.0,0.0,Imaging the protostellar outflow-envelope interaction in Chamaeleon
1104,U,2015.1.01475.S,Faramaz Virginie,CL,4,7,8.0,0.0,0.0,0.0,Millimeter observations of the double ring structure of the HD92945 debris disk
1105,U,2015.1.00161.S,Matsushita Satoki,EA,2,3,3.4,0.0,0.0,3.4,Anatomy of the AGN Jet-Driven Molecular Outflow and a Candidate Nuclear HCN Maser Disk in M51
1106,U,2015.1.01293.S,Menard Francois,CL,4,39,1.5,1.0,0.0,1.5,Characterising the dust radial segration in the TW Hydrae protoplanetary disk
1107,U,2015.1.00145.S,Nagar Neil,CL,2,7,7.9,0.0,0.0,0.0,Nuclear kinematics of dense molecular gas and Radio Recombination Lines in M87 to determine the angular size of the event horizon shadow
1108,U,2015.1.00225.S,LÃ³pez-Sepulcre Ana,EA,3,3,3.9,0.0,0.0,3.9,Spectral survey of OMC-2 FIR 4: A laboratory to study early cluster formation
1109,U,2015.1.00531.S,Hsieh Tien-Hao,EA,3,6,0.9,0.0,0.0,0.0,Identification of a Proto-Brown-Dwarf System through Dynamics
1110,U,2015.1.00434.S,Lyo A-Ran,EA,4,7,2.2,0.0,0.0,0.0,Nearby long-lived transition disks in the 8 Myr-old Eta Chamaeleontis cluster
1111,U,2015.1.00877.S,Galaz Gaspar,CL,2,6,1.2,0.0,0.0,0.0,The dust and molecular gas content of Malin 1
